UserId,TrajScore,TypeScore,AllScore
781,1.0,0.9979204,0.9989602
782,1.0,0.99996316,0.9999816
783,1.0,0.9989849,0.9994924
784,1.0,0.9997608,0.99988043
785,1.0,0.99513084,0.9975654
786,1.0,0.99840176,0.9992009
787,1.0,0.999842,0.99992096
788,1.0,0.9982792,0.9991396
789,1.0,0.9999412,0.99997056
790,1.0,0.997114,0.998557
791,1.0,0.9999577,0.99997884
792,1.0,0.98743373,0.99371684
793,1.0,0.9999678,0.9999839
794,1.0,0.99893504,0.9994675
795,1.0,0.9994968,0.9997484
796,1.0,0.9994622,0.99973106
797,1.0,0.99899244,0.9994962
798,1.0,0.99882555,0.9994128
799,1.0,0.99832636,0.99916315
800,1.0,0.9989288,0.9994644
801,1.0,0.9978145,0.9989072
802,1.0,0.99772966,0.9988648
803,1.0,0.99492276,0.9974614
804,1.0,0.9998705,0.99993527
805,1.0,0.997269,0.99863446
806,1.0,0.9976488,0.99882436
807,1.0,0.9991953,0.99959767
808,1.0,0.99783885,0.9989194
809,1.0,0.99980074,0.99990034
810,1.0,0.9999521,0.99997604
811,1.0,0.9999519,0.9999759
812,1.0,0.9999325,0.99996626
813,1.0,0.9995062,0.9997531
814,1.0,0.99907804,0.999539
815,1.0,0.99266505,0.9963325
816,1.0,0.99791706,0.9989585
817,1.0,0.9900926,0.99504626
818,1.0,0.9993485,0.99967426
819,1.0,0.99924934,0.99962467
820,1.0,0.9982946,0.9991473
821,1.0,0.9999119,0.99995595
822,1.0,0.9978601,0.99893004
823,1.0,0.99812895,0.99906445
824,1.0,0.9957581,0.997879
825,1.0,0.99992865,0.99996436
826,1.0,0.99606395,0.998032
827,1.0,0.99474657,0.9973733
828,1.0,0.994212,0.99710596
829,1.0,0.99968493,0.99984246
830,1.0,0.99290526,0.9964526
831,1.0,0.99993086,0.9999654
832,1.0,0.9992588,0.9996294
833,1.0,0.99842286,0.99921143
834,1.0,0.9955837,0.9977919
835,1.0,0.9987277,0.99936384
836,1.0,0.99878794,0.99939394
837,1.0,0.9991618,0.99958086
838,1.0,0.9998454,0.9999227
839,1.0,0.9991441,0.99957204
840,1.0,0.9989871,0.99949354
841,1.0,0.9860761,0.99303806
842,1.0,0.999924,0.999962
843,1.0,0.9998905,0.9999453
844,1.0,0.99994576,0.9999729
845,1.0,0.9972717,0.9986359
846,1.0,0.9977136,0.9988568
847,1.0,0.99246264,0.9962313
848,1.0,0.9999668,0.99998343
849,1.0,0.9999376,0.99996877
850,1.0,0.99843055,0.99921525
851,1.0,0.99873084,0.99936545
852,1.0,0.99921995,0.99960995
853,1.0,0.9983492,0.9991746
854,1.0,0.9985202,0.99926007
855,1.0,0.9980781,0.99903905
856,1.0,0.999915,0.9999575
857,1.0,0.99993163,0.9999658
858,1.0,0.9982412,0.9991206
859,1.0,0.9977567,0.99887836
860,1.0,0.99983764,0.9999188
861,1.0,0.9998856,0.9999428
862,1.0,0.9997323,0.9998661
863,1.0,0.9999167,0.99995834
864,1.0,0.9953244,0.9976622
865,1.0,0.99863255,0.9993163
866,1.0,0.9999142,0.9999571
867,1.0,0.99987906,0.99993956
868,1.0,0.99998885,0.9999944
869,1.0,0.99939716,0.9996986
870,1.0,0.9998506,0.99992526
871,1.0,0.9988749,0.99943745
872,1.0,0.9974408,0.9987204
873,1.0,0.99783504,0.9989175
874,1.0,0.99920636,0.99960315
875,1.0,0.9985411,0.99927056
876,1.0,0.99896276,0.9994814
877,1.0,0.99930793,0.99965394
878,1.0,0.99771124,0.9988556
879,1.0,0.9974847,0.99874234
880,1.0,0.99864566,0.99932283
881,1.0,0.99957025,0.9997851
882,1.0,0.9968269,0.99841344
883,1.0,0.9991286,0.9995643
884,1.0,0.9981931,0.9990965
885,1.0,0.9977896,0.9988948
886,1.0,0.9991994,0.9995997
887,1.0,0.9986502,0.9993251
888,1.0,0.99909455,0.99954724
889,1.0,0.9987607,0.99938035
890,1.0,0.99950284,0.99975145
891,1.0,0.9999495,0.9999747
892,1.0,0.99981666,0.9999083
893,1.0,0.99880576,0.9994029
894,1.0,0.99902415,0.9995121
895,1.0,0.999877,0.9999385
896,1.0,0.9979409,0.99897045
897,1.0,0.9981499,0.99907494
898,1.0,0.9968802,0.9984401
899,1.0,0.99986935,0.9999347
900,1.0,0.9983924,0.9991962
901,1.0,0.99961174,0.99980587
902,1.0,0.9998104,0.9999052
903,1.0,0.99965096,0.9998255
904,1.0,0.9994877,0.9997438
905,1.0,0.99658835,0.9982942
906,1.0,0.998914,0.999457
907,1.0,0.9984691,0.99923456
908,1.0,0.99987197,0.999936
909,1.0,0.99938655,0.9996933
910,1.0,0.9989127,0.99945635
911,1.0,0.9993709,0.9996854
912,1.0,0.99963576,0.99981785
913,1.0,0.9998976,0.9999488
914,1.0,0.9999534,0.9999767
915,1.0,0.9999321,0.999966
916,1.0,0.99783903,0.9989195
917,1.0,0.9971716,0.9985858
918,1.0,0.9999194,0.9999597
919,1.0,0.99993724,0.99996865
920,1.0,0.9969964,0.9984982
921,1.0,0.998438,0.999219
922,1.0,0.9985814,0.9992907
923,1.0,0.99994475,0.99997234
924,1.0,0.99787253,0.9989363
925,1.0,0.9999266,0.9999633
926,1.0,0.9999627,0.99998134
927,1.0,0.99993265,0.9999663
928,1.0,0.99987626,0.99993813
929,1.0,0.99938923,0.9996946
930,1.0,0.9999059,0.9999529
931,1.0,0.9976233,0.99881166
932,1.0,0.99990475,0.9999524
933,1.0,0.9998866,0.99994326
934,1.0,0.9983074,0.99915373
935,1.0,0.9998814,0.9999407
936,1.0,0.9980753,0.9990376
937,1.0,0.9979461,0.998973
938,1.0,0.9944036,0.9972018
939,1.0,0.99993545,0.9999677
940,1.0,0.9999669,0.99998343
941,1.0,0.9994054,0.9997027
942,1.0,0.99741286,0.99870646
943,1.0,0.9999291,0.99996454
944,1.0,0.99991685,0.9999584
945,1.0,0.9998411,0.99992055
946,1.0,0.998292,0.999146
947,1.0,0.9997604,0.9998802
948,1.0,0.9997981,0.999899
949,1.0,0.9995135,0.99975675
950,1.0,0.99971837,0.9998592
951,1.0,0.9998339,0.9999169
952,1.0,0.99807197,0.99903595
953,1.0,0.99992484,0.99996245
954,1.0,0.99825156,0.9991258
955,1.0,0.999894,0.999947
956,1.0,0.9998639,0.99993193
957,1.0,0.9982655,0.99913275
958,1.0,0.9988183,0.99940914
959,1.0,0.9985029,0.9992515
960,1.0,0.9999755,0.9999877
961,1.0,0.99706,0.99853003
962,1.0,0.9983145,0.99915725
963,1.0,0.998452,0.999226
964,1.0,0.9999355,0.99996775
965,1.0,0.99993145,0.9999657
966,1.0,0.99998736,0.9999937
967,1.0,0.9999194,0.9999597
968,1.0,0.9999026,0.9999513
969,1.0,0.9999511,0.99997556
970,1.0,0.9991547,0.99957734
971,1.0,0.99976146,0.99988073
972,1.0,0.99989146,0.99994576
973,1.0,0.9988413,0.99942064
974,1.0,0.99652433,0.99826217
975,1.0,0.99595773,0.99797887
976,1.0,0.99967813,0.99983907
977,1.0,0.9998897,0.9999448
978,1.0,0.99989957,0.9999498
979,1.0,0.99994195,0.999971
980,1.0,0.9998986,0.99994934
981,1.0,0.999751,0.9998755
982,1.0,0.99986774,0.99993384
983,1.0,0.9993149,0.99965745
984,1.0,0.99982387,0.9999119
985,1.0,0.99810636,0.9990532
986,1.0,0.99904555,0.9995228
987,1.0,0.99815875,0.99907935
988,1.0,0.9998704,0.9999352
989,1.0,0.999388,0.999694
990,1.0,0.99941635,0.9997082
991,1.0,0.99992335,0.9999617
992,1.0,0.99886084,0.9994304
993,1.0,0.99988467,0.9999423
994,1.0,0.99858093,0.99929047
995,1.0,0.99996436,0.9999822
996,1.0,0.99855113,0.99927557
997,1.0,0.9987371,0.99936855
998,1.0,0.99993575,0.9999679
999,1.0,0.9999407,0.9999703
